Article_No,Category,Product_Name,Material,Specifications,Application,Source_Page
8714-1006,Samplers,Non-return valves with conical inlet/outlet                                            Non-return valves PP,"EPDM, PP, PTFE, stainless steel",2 6-8                                 black Code N4,,259
8714-1008,Samplers,Non-return valves with conical inlet/outlet                                            Non-return valves PP,"EPDM, PP, PTFE, stainless steel",2 8-10                                black Code N4,,259
8714-1010,Samplers,Non-return valves with conical inlet/outlet                                            Non-return valves PP,"EPDM, PP, PTFE, stainless steel",2 10-14                               black Code N4,,259
8783-1062,Containers,"Hose couplings, 100 % plastic (POM), nw 6.4 mm",,"coupling, without valve   3/8’’ NPT            thread           6.4                  35 Code N3",,261
8744-1104,Containers,"Rapid couplings, nw 3.2 mm, female connections",PP,13                           POM         with valve           4x6                       44 Code N3,,262
8744-1004,Containers,"Rapid couplings, nw 3.2 mm, female connections",PP,13                           POM         without valve        4x6                       44 Code N3,,262
8744-2004,Containers,"Rapid couplings, nw 3.2 mm, female connections",PP,13                           PP          with valve           4x6                       44 Code N3,,262
8755-1102,Containers,"Rapid couplings, nw 3.2 mm, male connections",PP,3.2                          POM         with valve                                   28 Code N3,,263
8755-1104,Containers,"Rapid couplings, nw 3.2 mm, male connections",PP,6.4                          POM         with valve                                   28 Code N3,,263
8755-2004,Containers,"Rapid couplings, nw 3.2 mm, male connections",PP,6.4                          PP          with valve                                   28 Code N3,,263
8762-1140,Containers,"Rapid couplings, nw 6.4 mm, female connections",PP,4x6                          POM           with valve                                     47 Code N3,,264
8762-1310,Containers,"Rapid couplings, nw 6.4 mm, female connections",PP,8 x 10                       POM           with valve                                     50 Code N3,,264
8762-1380,Containers,"Rapid couplings, nw 6.4 mm, female connections",PP,6x8                          POM           with valve                                     50 Code N3,,264
8775-1040,Containers,"Rapid couplings, nw 6.4 mm, male connections",PP,6.5                           POM           without valve                               31 Code N3,,265
8775-1060,Containers,"Rapid couplings, nw 6.4 mm, male connections",PP,9.5                           POM           without valve                               31 Code N3,,265
8775-1160,Containers,"Rapid couplings, nw 6.4 mm, male connections",PP,"9,5                           POM           with valve                                  31 Code N3",,265
8775-2140,Containers,"Rapid couplings, nw 6.4 mm, male connections",PP,6.5                           PP            with valve                                  31 Code N3,,265
8548-0012,Containers,Threaded fittings,"EPDM, PP"," Seal, EPDM      1/2’’                              12               7.5 Code N3",,266
8548-3412,Containers,Threaded fittings,"EPDM, PP",3/4’’                              12               7 Code N3,,266
8548-0034,Containers,Threaded fittings,"EPDM, PP",3/4’’                              16               11 Code N3,,266
8548-3420,Containers,Threaded fittings,"EPDM, PP",3/4’’                              20               15.5 Code N3,,266
8548-0100,Containers,Threaded fittings,"EPDM, PP",1’’                                25               19.5 Code N3,,266
8538-0012,Containers,Threaded fittings,"EPDM, PE, PP",1/2’’                            ﬁts outer thread   10 Code N3,,267
8538-0034,Containers,Threaded fittings,"EPDM, PE, PP",3/4’’                            ﬁts outer thread   10 Code N3,,267
8538-0100,Containers,Threaded fittings,"EPDM, PE, PP",1’’                              ﬁts outer thread   10 Code N3,,267
8538-0200,Containers,Threaded fittings,"EPDM, PE, PP",2”                               ﬁts outer thread   10 Code N3,,267
8539-0012,Containers,Threaded fittings,"EPDM, PE, PP",1/2’’                            ﬁts inner thread   10 Code N3,,267
